Presentacion ml,Fecha,Hora,Tiempo 0,Tiempo 1,Tiempo 2,Tiempo 3,Tiempo 4,Temperatura Zona 1,Temperatura Zona 2,Temperatura Zona 3,Temperatura Zona 4,Temperatura Zona 5,Temperatura Zona 6,Temperatura Zona 7,Maquina,Produccion Aceptada,Botella Defectuosa,Produccion Total,Preforma,Turno,Numero de bolsas,Numero de lote,Empleado,Color,Supervisor,Reviso,Observaciones,Goal de piezas,Goal de bolsas,Goal Total
500,13/02/2021,13:00,1.10,1.50,1.30,2.40,2.40,702.00,282.00,423.00,284.00,0.00,0.00,0.00,2.00,5175.00,80.00,5255.00,20.00,1.00,23.00,F200608K,"Rayo, Bety",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 57, Quemada 6, Precalentada 17.",NONE,NONE,NONE
500,13/02/2021,14:00,1.10,1.50,1.30,2.40,2.40,702.00,282.00,423.00,284.00,0.00,0.00,0.00,2.00,5175.00,80.00,5255.00,20.00,1.00,23.00,F200608K,"Rayo, Bety",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 57, Quemada 6, Precalentada 17.",NONE,NONE,NONE
500,13/02/2021,15:00,1.10,1.50,1.30,2.40,2.40,702.00,282.00,423.00,284.00,0.00,0.00,0.00,2.00,5175.00,80.00,5255.00,20.00,1.00,23.00,F200608K,"Rayo, Bety",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 57, Quemada 6, Precalentada 17.",NONE,NONE,NONE
500,13/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5175.00,80.00,5255.00,20.00,1.00,23.00,F200608K,"Rayo, Bety",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 57, Quemada 6, Precalentada 17.",NONE,NONE,NONE
500,13/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5175.00,80.00,5255.00,20.00,1.00,23.00,F200608K,"Rayo, Bety",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 57, Quemada 6, Precalentada 17.",NONE,NONE,NONE
300,12/02/2021,07:00,0.40,1.30,2.80,2.40,2.40,0.00,398.00,287.00,334.00,0.00,0.00,0.00,1.00,2970.00,36.00,3006.00,20.00,1.00,9.00,F210201K,"Elena, Bety",Cristal,Guiliano,"Bety, Elena ","Maquina 1, Boston 300 ml. Segunda 34, Precalentada 2.",NONE,NONE,NONE
300,12/02/2021,08:00,0.40,1.30,2.80,2.40,2.40,0.00,398.00,287.00,334.00,0.00,0.00,0.00,1.00,2970.00,36.00,3006.00,20.00,1.00,9.00,F210201K,"Elena, Bety",Cristal,Guiliano,"Bety, Elena ","Maquina 1, Boston 300 ml. Segunda 34, Precalentada 2.",NONE,NONE,NONE
300,12/02/2021,09:00,0.40,1.30,2.80,2.40,2.40,0.00,398.00,287.00,334.00,0.00,0.00,0.00,1.00,2970.00,36.00,3006.00,20.00,1.00,9.00,F210201K,"Elena, Bety",Cristal,Guiliano,"Bety, Elena ","Maquina 1, Boston 300 ml. Segunda 34, Precalentada 2.",NONE,NONE,NONE
300,12/02/2021,10:00,0.40,1.30,2.80,2.40,2.40,0.00,398.00,287.00,334.00,0.00,0.00,0.00,1.00,2970.00,36.00,3006.00,20.00,1.00,9.00,F210201K,"Elena, Bety",Cristal,Guiliano,"Bety, Elena ","Maquina 1, Boston 300 ml. Segunda 34, Precalentada 2.",NONE,NONE,NONE
300,12/02/2021,11:00,0.40,1.30,2.80,2.40,2.40,0.00,398.00,287.00,334.00,0.00,0.00,0.00,1.00,2970.00,36.00,3006.00,20.00,1.00,9.00,F210201K,"Elena, Bety",Cristal,Guiliano,"Bety, Elena ","Maquina 1, Boston 300 ml. Segunda 34, Precalentada 2.",NONE,NONE,NONE
300,12/02/2021,12:00,0.40,1.30,2.80,2.40,2.40,0.00,400.00,284.00,332.00,0.00,0.00,0.00,1.00,2970.00,36.00,3006.00,20.00,1.00,9.00,F210201K,"Elena, Bety",Cristal,Guiliano,"Bety, Elena ","Maquina 1, Boston 300 ml. Segunda 34, Precalentada 2.",NONE,NONE,NONE
300,12/02/2021,13:00,0.40,1.30,2.80,2.40,2.40,0.00,400.00,284.00,332.00,0.00,0.00,0.00,1.00,2970.00,36.00,3006.00,20.00,1.00,9.00,F210201K,"Elena, Bety",Cristal,Guiliano,"Bety, Elena ","Maquina 1, Boston 300 ml. Segunda 34, Precalentada 2.",NONE,NONE,NONE
300,12/02/2021,14:00,0.40,1.30,2.80,2.40,2.40,0.00,400.00,284.00,332.00,0.00,0.00,0.00,1.00,2970.00,36.00,3006.00,20.00,1.00,9.00,F210201K,"Elena, Bety",Cristal,Guiliano,"Bety, Elena ","Maquina 1, Boston 300 ml. Segunda 34, Precalentada 2.",NONE,NONE,NONE
300,12/02/2021,15:00,0.40,1.30,2.80,2.40,2.40,0.00,400.00,284.00,332.00,0.00,0.00,0.00,1.00,2970.00,36.00,3006.00,20.00,1.00,9.00,F210201K,"Elena, Bety",Cristal,Guiliano,"Bety, Elena ","Maquina 1, Boston 300 ml. Segunda 34, Precalentada 2.",NONE,NONE,NONE
300,12/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2970.00,36.00,3006.00,20.00,1.00,9.00,F210201K,"Elena, Bety",Cristal,Guiliano,"Bety, Elena ","Maquina 1, Boston 300 ml. Segunda 34, Precalentada 2.",NONE,NONE,NONE
300,12/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2970.00,36.00,3006.00,20.00,1.00,9.00,F210201K,"Elena, Bety",Cristal,Guiliano,"Bety, Elena ","Maquina 1, Boston 300 ml. Segunda 34, Precalentada 2.",NONE,NONE,NONE
500,12/02/2021,07:00,1.10,1.40,1.30,2.40,2.40,785.00,305.00,413.00,332.00,0.00,0.00,0.00,2.00,5400.00,191.00,5591.00,20.00,1.00,24.00,F210201K,"Rayo, Polo",Cristal,Guiliano,"Polo, Rayo","Maquina 2, Salsera 500 ml. Segunda 117, Precalentada 6, Desperdicio 68.",NONE,NONE,NONE
500,12/02/2021,08:00,1.10,1.40,1.30,2.40,2.40,785.00,305.00,413.00,332.00,0.00,0.00,0.00,2.00,5400.00,191.00,5591.00,20.00,1.00,24.00,F210201K,"Rayo, Polo",Cristal,Guiliano,"Polo, Rayo","Maquina 2, Salsera 500 ml. Segunda 117, Precalentada 6, Desperdicio 68.",NONE,NONE,NONE
500,12/02/2021,09:00,1.10,1.40,1.30,2.40,2.40,785.00,305.00,413.00,332.00,0.00,0.00,0.00,2.00,5400.00,191.00,5591.00,20.00,1.00,24.00,F210201K,"Rayo, Polo",Cristal,Guiliano,"Polo, Rayo","Maquina 2, Salsera 500 ml. Segunda 117, Precalentada 6, Desperdicio 68.",NONE,NONE,NONE
500,12/02/2021,10:00,1.10,1.40,1.30,2.40,2.40,785.00,305.00,413.00,332.00,0.00,0.00,0.00,2.00,5400.00,191.00,5591.00,20.00,1.00,24.00,F210201K,"Rayo, Polo",Cristal,Guiliano,"Polo, Rayo","Maquina 2, Salsera 500 ml. Segunda 117, Precalentada 6, Desperdicio 68.",NONE,NONE,NONE
500,12/02/2021,11:00,1.10,1.40,1.30,2.40,2.40,785.00,305.00,413.00,332.00,0.00,0.00,0.00,2.00,5400.00,191.00,5591.00,20.00,1.00,24.00,F210201K,"Rayo, Polo",Cristal,Guiliano,"Polo, Rayo","Maquina 2, Salsera 500 ml. Segunda 117, Precalentada 6, Desperdicio 68.",NONE,NONE,NONE
500,12/02/2021,12:00,1.10,1.40,1.30,2.40,2.40,785.00,305.00,413.00,332.00,0.00,0.00,0.00,2.00,5400.00,191.00,5591.00,20.00,1.00,24.00,F210201K,"Rayo, Polo",Cristal,Guiliano,"Polo, Rayo","Maquina 2, Salsera 500 ml. Segunda 117, Precalentada 6, Desperdicio 68.",NONE,NONE,NONE
500,12/02/2021,13:00,1.10,1.40,1.30,2.40,2.40,785.00,305.00,413.00,332.00,0.00,0.00,0.00,2.00,5400.00,191.00,5591.00,20.00,1.00,24.00,F210201K,"Rayo, Polo",Cristal,Guiliano,"Polo, Rayo","Maquina 2, Salsera 500 ml. Segunda 117, Precalentada 6, Desperdicio 68.",NONE,NONE,NONE
500,12/02/2021,14:00,1.10,1.40,1.30,2.40,2.40,785.00,305.00,413.00,332.00,0.00,0.00,0.00,2.00,5400.00,191.00,5591.00,20.00,1.00,24.00,F210201K,"Rayo, Polo",Cristal,Guiliano,"Polo, Rayo","Maquina 2, Salsera 500 ml. Segunda 117, Precalentada 6, Desperdicio 68.",NONE,NONE,NONE
500,12/02/2021,15:00,1.10,1.40,1.30,2.40,2.40,785.00,305.00,413.00,332.00,0.00,0.00,0.00,2.00,5400.00,191.00,5591.00,20.00,1.00,24.00,F210201K,"Rayo, Polo",Cristal,Guiliano,"Polo, Rayo","Maquina 2, Salsera 500 ml. Segunda 117, Precalentada 6, Desperdicio 68.",NONE,NONE,NONE
500,12/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5400.00,191.00,5591.00,20.00,1.00,24.00,F210201K,"Rayo, Polo",Cristal,Guiliano,"Polo, Rayo","Maquina 2, Salsera 500 ml. Segunda 117, Precalentada 6, Desperdicio 68.",NONE,NONE,NONE
500,12/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5400.00,191.00,5591.00,20.00,1.00,24.00,F210201K,"Rayo, Polo",Cristal,Guiliano,"Polo, Rayo","Maquina 2, Salsera 500 ml. Segunda 117, Precalentada 6, Desperdicio 68.",NONE,NONE,NONE
300,11/02/2021,07:00,0.40,1.30,2.80,2.40,2.40,0.00,398.00,377.00,334.00,0.00,0.00,0.00,1.00,2640.00,99.00,2739.00,20.00,1.00,8.00,F210202K,Francisco ,Cristal,Guiliano,Elena,"Maquina 1, Boston 300 ml.  Segunda 99.",NONE,NONE,NONE
300,11/02/2021,08:00,0.40,1.30,2.80,2.40,2.40,0.00,398.00,377.00,334.00,0.00,0.00,0.00,1.00,2640.00,99.00,2739.00,20.00,1.00,8.00,F210202K,Francisco ,Cristal,Guiliano,Elena,"Maquina 1, Boston 300 ml.  Segunda 99.",NONE,NONE,NONE
300,11/02/2021,09:00,0.40,1.30,2.80,2.40,2.40,0.00,398.00,377.00,334.00,0.00,0.00,0.00,1.00,2640.00,99.00,2739.00,20.00,1.00,8.00,F210202K,Francisco ,Cristal,Guiliano,Elena,"Maquina 1, Boston 300 ml.  Segunda 99.",NONE,NONE,NONE
300,11/02/2021,10:00,0.40,1.30,2.80,2.40,2.40,0.00,398.00,377.00,334.00,0.00,0.00,0.00,1.00,2640.00,99.00,2739.00,20.00,1.00,8.00,F210202K,Francisco ,Cristal,Guiliano,Elena,"Maquina 1, Boston 300 ml.  Segunda 99.",NONE,NONE,NONE
300,11/02/2021,11:00,0.40,1.30,2.80,2.40,2.40,0.00,398.00,377.00,334.00,0.00,0.00,0.00,1.00,2640.00,99.00,2739.00,20.00,1.00,8.00,F210202K,Francisco ,Cristal,Guiliano,Elena,"Maquina 1, Boston 300 ml.  Segunda 99.",NONE,NONE,NONE
300,11/02/2021,12:00,0.40,1.30,2.80,2.40,2.40,0.00,394.00,262.00,339.00,0.00,0.00,0.00,1.00,2640.00,99.00,2739.00,20.00,1.00,8.00,F210202K,Francisco ,Cristal,Guiliano,Elena,"Maquina 1, Boston 300 ml.  Segunda 99.",NONE,NONE,NONE
300,11/02/2021,13:00,0.40,1.30,2.80,2.40,2.40,0.00,394.00,262.00,339.00,0.00,0.00,0.00,1.00,2640.00,99.00,2739.00,20.00,1.00,8.00,F210202K,Francisco ,Cristal,Guiliano,Elena,"Maquina 1, Boston 300 ml.  Segunda 99.",NONE,NONE,NONE
300,11/02/2021,14:00,0.40,1.30,2.80,2.40,2.40,0.00,394.00,262.00,339.00,0.00,0.00,0.00,1.00,2640.00,99.00,2739.00,20.00,1.00,8.00,F210202K,Francisco ,Cristal,Guiliano,Elena,"Maquina 1, Boston 300 ml.  Segunda 99.",NONE,NONE,NONE
300,11/02/2021,15:00,0.40,1.30,2.80,2.40,2.40,0.00,394.00,262.00,339.00,0.00,0.00,0.00,1.00,2640.00,99.00,2739.00,20.00,1.00,8.00,F210202K,Francisco ,Cristal,Guiliano,Elena,"Maquina 1, Boston 300 ml.  Segunda 99.",NONE,NONE,NONE
300,11/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2640.00,99.00,2739.00,20.00,1.00,8.00,F210202K,Francisco ,Cristal,Guiliano,Elena,"Maquina 1, Boston 300 ml.  Segunda 99.",NONE,NONE,NONE
300,11/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2640.00,99.00,2739.00,20.00,1.00,8.00,F210202K,Francisco ,Cristal,Guiliano,Elena,"Maquina 1, Boston 300 ml.  Segunda 99.",NONE,NONE,NONE
500,11/02/2021,07:00,1.10,1.40,1.30,2.40,2.40,844.00,330.00,423.00,383.30,0.00,0.00,0.00,2.00,4950.00,91.00,5041.00,20.00,1.00,22.00,F210202K,Rayo,Cristal,Guiliano,Bety ,"Maquina 2, Salsera 500 ml. Segunda 81, Calentada 4, Precalentada 6.",NONE,NONE,NONE
500,11/02/2021,08:00,1.10,1.40,1.30,2.40,2.40,844.00,330.00,423.00,383.30,0.00,0.00,0.00,2.00,4950.00,91.00,5041.00,20.00,1.00,22.00,F210202K,Rayo,Cristal,Guiliano,Bety ,"Maquina 2, Salsera 500 ml. Segunda 81, Calentada 4, Precalentada 6.",NONE,NONE,NONE
500,11/02/2021,09:00,1.10,1.40,1.30,2.40,2.40,815.00,299.00,417.00,316.30,0.00,0.00,0.00,2.00,4950.00,91.00,5041.00,20.00,1.00,22.00,F210202K,Rayo,Cristal,Guiliano,Bety ,"Maquina 2, Salsera 500 ml. Segunda 81, Calentada 4, Precalentada 6.",NONE,NONE,NONE
500,11/02/2021,10:00,1.10,1.40,1.30,2.40,2.40,815.00,299.00,417.00,316.30,0.00,0.00,0.00,2.00,4950.00,91.00,5041.00,20.00,1.00,22.00,F210202K,Rayo,Cristal,Guiliano,Bety ,"Maquina 2, Salsera 500 ml. Segunda 81, Calentada 4, Precalentada 6.",NONE,NONE,NONE
500,11/02/2021,11:00,1.10,1.40,1.30,2.40,2.40,815.00,299.00,417.00,316.30,0.00,0.00,0.00,2.00,4950.00,91.00,5041.00,20.00,1.00,22.00,F210202K,Rayo,Cristal,Guiliano,Bety ,"Maquina 2, Salsera 500 ml. Segunda 81, Calentada 4, Precalentada 6.",NONE,NONE,NONE
500,11/02/2021,12:00,1.10,1.40,1.30,2.40,2.40,815.00,229.00,417.00,316.30,0.00,0.00,0.00,2.00,4950.00,91.00,5041.00,20.00,1.00,22.00,F210202K,Rayo,Cristal,Guiliano,Bety ,"Maquina 2, Salsera 500 ml. Segunda 81, Calentada 4, Precalentada 6.",NONE,NONE,NONE
500,11/02/2021,13:00,1.10,1.40,1.30,2.40,2.40,815.00,296.00,418.00,316.50,0.00,0.00,0.00,2.00,4950.00,91.00,5041.00,20.00,1.00,22.00,F210202K,Rayo,Cristal,Guiliano,Bety ,"Maquina 2, Salsera 500 ml. Segunda 81, Calentada 4, Precalentada 6.",NONE,NONE,NONE
500,11/02/2021,14:00,1.10,1.40,1.30,2.40,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4950.00,91.00,5041.00,20.00,1.00,22.00,F210202K,Rayo,Cristal,Guiliano,Bety ,"Maquina 2, Salsera 500 ml. Segunda 81, Calentada 4, Precalentada 6.",NONE,NONE,NONE
500,11/02/2021,15:00,1.10,1.40,1.30,2.40,2.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4950.00,91.00,5041.00,20.00,1.00,22.00,F210202K,Rayo,Cristal,Guiliano,Bety ,"Maquina 2, Salsera 500 ml. Segunda 81, Calentada 4, Precalentada 6.",NONE,NONE,NONE
500,11/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4950.00,91.00,5041.00,20.00,1.00,22.00,F210202K,Rayo,Cristal,Guiliano,Bety ,"Maquina 2, Salsera 500 ml. Segunda 81, Calentada 4, Precalentada 6.",NONE,NONE,NONE
500,11/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,4950.00,91.00,5041.00,20.00,1.00,22.00,F210202K,Rayo,Cristal,Guiliano,Bety ,"Maquina 2, Salsera 500 ml. Segunda 81, Calentada 4, Precalentada 6.",NONE,NONE,NONE
300,10/02/2021,07:00,0.60,1.30,1.80,2.40,2.40,0.00,386.00,265.00,315.00,0.00,0.00,0.00,1.00,2310.00,265.00,2575.00,20.00,1.00,7.00,F210202K,Francisco,Cristal,Guiliano,Elena ,"Se paro por falla de maquina 1:30 y se paro 1 hr. por hora de desayuno. Maquina  1, Boston 300 ml. Segunda 176, Desperdicio 89.",NONE,NONE,NONE
300,10/02/2021,08:00,0.60,1.30,1.80,2.40,2.40,0.00,386.00,265.00,315.00,0.00,0.00,0.00,1.00,2310.00,265.00,2575.00,20.00,1.00,7.00,F210202K,Francisco,Cristal,Guiliano,Elena ,"Se paro por falla de maquina 1:30 y se paro 1 hr. por hora de desayuno. Maquina  1, Boston 300 ml. Segunda 176, Desperdicio 89.",NONE,NONE,NONE
300,10/02/2021,09:00,0.60,1.30,1.80,2.40,2.40,0.00,386.00,265.00,315.00,0.00,0.00,0.00,1.00,2310.00,265.00,2575.00,20.00,1.00,7.00,F210202K,Francisco,Cristal,Guiliano,Elena ,"Se paro por falla de maquina 1:30 y se paro 1 hr. por hora de desayuno. Maquina  1, Boston 300 ml. Segunda 176, Desperdicio 89.",NONE,NONE,NONE
300,10/02/2021,10:00,0.60,1.30,1.80,2.40,2.40,0.00,386.00,265.00,315.00,0.00,0.00,0.00,1.00,2310.00,265.00,2575.00,20.00,1.00,7.00,F210202K,Francisco,Cristal,Guiliano,Elena ,"Se paro por falla de maquina 1:30 y se paro 1 hr. por hora de desayuno. Maquina  1, Boston 300 ml. Segunda 176, Desperdicio 89.",NONE,NONE,NONE
300,10/02/2021,11:00,0.60,1.30,1.80,2.40,2.40,0.00,386.00,265.00,315.00,0.00,0.00,0.00,1.00,2310.00,265.00,2575.00,20.00,1.00,7.00,F210202K,Francisco,Cristal,Guiliano,Elena ,"Se paro por falla de maquina 1:30 y se paro 1 hr. por hora de desayuno. Maquina  1, Boston 300 ml. Segunda 176, Desperdicio 89.",NONE,NONE,NONE
300,10/02/2021,12:00,0.60,1.30,1.80,2.40,2.40,0.00,386.00,265.00,315.00,0.00,0.00,0.00,1.00,2310.00,265.00,2575.00,20.00,1.00,7.00,F210202K,Francisco,Cristal,Guiliano,Elena ,"Se paro por falla de maquina 1:30 y se paro 1 hr. por hora de desayuno. Maquina  1, Boston 300 ml. Segunda 176, Desperdicio 89.",NONE,NONE,NONE
300,10/02/2021,13:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2310.00,265.00,2575.00,20.00,1.00,7.00,F210202K,Francisco,Cristal,Guiliano,Elena ,"Se paro por falla de maquina 1:30 y se paro 1 hr. por hora de desayuno. Maquina  1, Boston 300 ml. Segunda 176, Desperdicio 89.",NONE,NONE,NONE
300,10/02/2021,14:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2310.00,265.00,2575.00,20.00,1.00,7.00,F210202K,Francisco,Cristal,Guiliano,Elena ,"Se paro por falla de maquina 1:30 y se paro 1 hr. por hora de desayuno. Maquina  1, Boston 300 ml. Segunda 176, Desperdicio 89.",NONE,NONE,NONE
300,10/02/2021,15:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2310.00,265.00,2575.00,20.00,1.00,7.00,F210202K,Francisco,Cristal,Guiliano,Elena ,"Se paro por falla de maquina 1:30 y se paro 1 hr. por hora de desayuno. Maquina  1, Boston 300 ml. Segunda 176, Desperdicio 89.",NONE,NONE,NONE
300,10/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2310.00,265.00,2575.00,20.00,1.00,7.00,F210202K,Francisco,Cristal,Guiliano,Elena ,"Se paro por falla de maquina 1:30 y se paro 1 hr. por hora de desayuno. Maquina  1, Boston 300 ml. Segunda 176, Desperdicio 89.",NONE,NONE,NONE
300,10/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2310.00,265.00,2575.00,20.00,1.00,7.00,F210202K,Francisco,Cristal,Guiliano,Elena ,"Se paro por falla de maquina 1:30 y se paro 1 hr. por hora de desayuno. Maquina  1, Boston 300 ml. Segunda 176, Desperdicio 89.",NONE,NONE,NONE
500,10/02/2021,07:00,1.10,1.40,1.30,2.40,2.40,826.00,319.00,413.00,357.30,0.00,0.00,0.00,2.00,5400.00,112.00,5512.00,20.00,1.00,24.00,F210202K,"Rayo, Bety ",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 100, Calentada 6, Desperdicio 6.",NONE,NONE,NONE
500,10/02/2021,08:00,1.10,1.40,1.30,2.40,2.40,826.00,319.00,413.00,357.30,0.00,0.00,0.00,2.00,5400.00,112.00,5512.00,20.00,1.00,24.00,F210202K,"Rayo, Bety ",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 100, Calentada 6, Desperdicio 6.",NONE,NONE,NONE
500,10/02/2021,09:00,1.10,1.40,1.30,2.40,2.40,826.00,319.00,413.00,357.30,0.00,0.00,0.00,2.00,5400.00,112.00,5512.00,20.00,1.00,24.00,F210202K,"Rayo, Bety ",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 100, Calentada 6, Desperdicio 6.",NONE,NONE,NONE
500,10/02/2021,10:00,1.10,1.40,1.30,2.40,2.40,826.00,319.00,413.00,357.30,0.00,0.00,0.00,2.00,5400.00,112.00,5512.00,20.00,1.00,24.00,F210202K,"Rayo, Bety ",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 100, Calentada 6, Desperdicio 6.",NONE,NONE,NONE
500,10/02/2021,11:00,1.10,1.40,1.30,2.40,2.40,826.00,319.00,413.00,357.30,0.00,0.00,0.00,2.00,5400.00,112.00,5512.00,20.00,1.00,24.00,F210202K,"Rayo, Bety ",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 100, Calentada 6, Desperdicio 6.",NONE,NONE,NONE
500,10/02/2021,12:00,1.10,1.40,1.30,2.40,2.40,809.00,304.00,413.00,342.80,0.00,0.00,0.00,2.00,5400.00,112.00,5512.00,20.00,1.00,24.00,F210202K,"Rayo, Bety ",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 100, Calentada 6, Desperdicio 6.",NONE,NONE,NONE
500,10/02/2021,13:00,1.10,1.40,1.30,2.40,2.40,809.00,304.00,413.00,342.80,0.00,0.00,0.00,2.00,5400.00,112.00,5512.00,20.00,1.00,24.00,F210202K,"Rayo, Bety ",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 100, Calentada 6, Desperdicio 6.",NONE,NONE,NONE
500,10/02/2021,14:00,1.10,1.40,1.30,2.40,2.40,809.00,304.00,413.00,342.80,0.00,0.00,0.00,2.00,5400.00,112.00,5512.00,20.00,1.00,24.00,F210202K,"Rayo, Bety ",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 100, Calentada 6, Desperdicio 6.",NONE,NONE,NONE
500,10/02/2021,15:00,1.10,1.40,1.30,2.40,2.40,804.00,304.00,313.00,342.80,0.00,0.00,0.00,2.00,5400.00,112.00,5512.00,20.00,1.00,24.00,F210202K,"Rayo, Bety ",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 100, Calentada 6, Desperdicio 6.",NONE,NONE,NONE
500,10/02/2021,16:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5400.00,112.00,5512.00,20.00,1.00,24.00,F210202K,"Rayo, Bety ",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 100, Calentada 6, Desperdicio 6.",NONE,NONE,NONE
500,10/02/2021,17:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,5400.00,112.00,5512.00,20.00,1.00,24.00,F210202K,"Rayo, Bety ",Cristal,Guiliano,"Bety, Rayo","Maquina 2, Salsera 500 ml. Segunda 100, Calentada 6, Desperdicio 6.",NONE,NONE,NONE
300,09/02/2021,07:00,0.60,1.30,2.70,2.40,2.40,0.00,376.90,256.00,305.00,0.00,0.00,0.00,1.00,3630.00,220.00,3850.00,20.00,1.00,11.00,F210201K,"Francisco, Elena ",Cristal,Guiliano,"Elena, Francisco","Maquina 1, Boston 300 ml. Segunda 220",NONE,NONE,NONE
300,09/02/2021,08:00,0.60,1.30,2.70,2.40,2.40,0.00,376.90,256.00,305.00,0.00,0.00,0.00,1.00,3630.00,220.00,3850.00,20.00,1.00,11.00,F210201K,"Francisco, Elena ",Cristal,Guiliano,"Elena, Francisco","Maquina 1, Boston 300 ml. Segunda 220",NONE,NONE,NONE
300,09/02/2021,09:00,0.60,1.30,2.70,2.40,2.40,0.00,376.90,256.00,305.00,0.00,0.00,0.00,1.00,3630.00,220.00,3850.00,20.00,1.00,11.00,F210201K,"Francisco, Elena ",Cristal,Guiliano,"Elena, Francisco","Maquina 1, Boston 300 ml. Segunda 220",NONE,NONE,NONE
300,09/02/2021,10:00,0.60,1.30,2.70,2.40,2.40,0.00,376.90,256.00,305.00,0.00,0.00,0.00,1.00,3630.00,220.00,3850.00,20.00,1.00,11.00,F210201K,"Francisco, Elena ",Cristal,Guiliano,"Elena, Francisco","Maquina 1, Boston 300 ml. Segunda 220",NONE,NONE,NONE
300,09/02/2021,11:00,0.60,1.30,2.70,2.40,2.40,0.00,376.90,256.00,305.00,0.00,0.00,0.00,1.00,3630.00,220.00,3850.00,20.00,1.00,11.00,F210201K,"Francisco, Elena ",Cristal,Guiliano,"Elena, Francisco","Maquina 1, Boston 300 ml. Segunda 220",NONE,NONE,NONE
300,09/02/2021,12:00,0.60,1.30,2.70,2.40,2.40,0.00,376.90,256.00,305.00,0.00,0.00,0.00,1.00,3630.00,220.00,3850.00,20.00,1.00,11.00,F210201K,"Francisco, Elena ",Cristal,Guiliano,"Elena, Francisco","Maquina 1, Boston 300 ml. Segunda 220",NONE,NONE,NONE
300,09/02/2021,13:00,0.60,1.30,2.70,2.40,2.40,0.00,376.90,256.00,305.00,0.00,0.00,0.00,1.00,3630.00,220.00,3850.00,20.00,1.00,11.00,F210201K,"Francisco, Elena ",Cristal,Guiliano,"Elena, Francisco","Maquina 1, Boston 300 ml. Segunda 220",NONE,NONE,NONE
